Columns,02_A1.d,03_A2.d,04_A3.d,05_A4.d,06_A5.d,07_A6.d,08_A7.d,09_A8.d,10_A9.d,12_A10.d,13_A11.d,14_A12.d,15_B1.d,16_B2.d,17_B3.d,18_B4.d,19_B5.d,20_B6.d,22_B7.d,23_B8.d,24_B9.d,25_B10.d,26_B11.d,27_B12.d,28_C1.d,29_C2.d,30_C3.d,32_C4.d,33_C5.d,34_C6.d,35_C7.d,36_C8.d,37_C9.d,38_C10.d,39_C11.d,40_C12.d,42_D1.d,43_D2.d,44_D3.d,45_D4.d,46_D5.d,47_D6.d,48_D7.d,49_D8.d,50_D9.d,52_D10.d,53_D11.d,54_D12.d,55_E1.d,56_E2.d,57_E3.d,58_E4.d,59_E5.d,60_E6.d,62_E7.d,63_E8.d,64_E9.d,65_E10.d,66_E11.d,67_E12.d,68_F1.d,68_F2.d,68_F3.d,72_F4.d,73_F5.d,74_F6.d,75_F7.d,76_F8.d,77_F9.d,78_F10.d,79_F11.d,80_F12.d,82_G1.d,83_G2.d,84_G3.d,85_G4.d,86_G5.d,87_G6.d,88_G7.d,89_G8.d,90_G9.d,92_G10.d,93_G11.d,94_G12.d,95_H1.d,96_H2.d,97_H3.d,98_H4.d,99_H5.d,100_H6.d,102_H7.d,103_H8.d,104_H9.d,105_H10.d,106_H11.d,107_H12.d
C,63.65,68.09,62.21,75.97,64.24,78.88,59.61,70.73,60.34,67.23,63.75,70.95,59.05,72.36,61.18,72.39,63.47,72.18,47.26,69.16,63.04,63.24,48.84,51.42,69.21,63.37,61.18,64.47,62.9,64.36,57.8,47.2,56.4,59.94,62.79,54.45,55.32,69.05,70.69,66.02,59.27,54.6,39.5,54.23,61.03,55.44,52.5,51.46,59.3,69.63,61.89,69.41,52.38,52.87,55.37,57.36,56.28,55.99,53.91,61.73,60.81,58.47,55.36,65.09,64.07,50.1,59.76,52.62,31.43,62.83,62.66,54.45,61.13,65.49,61.72,53.78,50.68,52.14,54.67,57.12,50.85,59.07,54.17,58.76,67.02,62.46,68.04,71.48,45.71,56.27,74.23,55.95,53.12,61.41,29.26,48.77
U,51.05,56.57,50.85,62.85,56.03,64.87,46.73,58.82,51.71,53.88,55.47,60.67,49.51,56.06,50.94,61.75,51.92,61.79,41.61,58.43,51.08,52.99,42.19,43.31,56.53,51.81,51.2,56.05,49.6,53.58,47.02,39.93,48.23,50.27,51.94,45.72,46.58,56.4,58.81,54.87,47.26,51.83,31.13,45.08,49.17,47.77,49.55,42.98,48.36,57.09,50.37,63.89,43.39,46.63,46.24,48.5,52.37,44.17,49.69,50.13,49.36,44.74,46.18,54.1,51.17,46.5,48.6,47.48,28.78,51.14,50.53,43.21,53.92,53.35,49.99,47.79,42.05,43.62,45.41,44.99,46.9,49.24,49.81,47.76,60.63,56.93,55.03,62.71,36.21,51.86,61.31,51.57,48.87,56.29,25.97,38.83
G,134.65,151.27,136.16,172.32,144.62,170.84,126.87,151.36,135.52,143.21,142.63,156.37,129.46,146.96,132.57,159.56,149.28,158.21,103.33,146.67,135.67,135.01,106.69,107.78,143.71,137.86,133.21,150.21,134.84,140.39,122.91,102.01,123.76,126.78,133.98,116.33,112.67,141.79,162.06,140.88,119.62,132.36,81.7,113.62,127.31,118.73,124.03,106.96,124.54,155.62,128.35,163.74,107.73,111.86,116.89,119.47,133.28,117.97,128.76,123.29,127.68,115.83,115.13,137.35,135.29,121.2,122.71,124.58,74.88,140.69,133.44,113.63,143.94,135.45,131.12,124.41,100.58,109.99,114.29,117.43,121.61,123.99,128.53,130.8,157.69,146.32,140.07,153.31,92.64,135.42,165.54,132.45,125.28,144.35,64.59,99.97
A,93.91,102.85,95.29,117.96,99.52,118.92,88.48,106.6,92.19,98.17,98.43,104.14,88.45,104.05,92.8,108.24,103.24,109.55,72.47,103.94,94.91,95.2,73.55,76.13,99.89,95.22,93.43,103.84,92.24,98.4,84.3,71.32,85.43,87.73,90.75,80.4,80.91,103.33,114.22,97.24,85.57,92.76,55.01,80.7,88.02,84.05,87.99,73.45,89.17,110.46,88.85,114.17,75.76,82.14,81.77,83.23,93.35,81.32,90.35,87.25,87.95,82.85,81.25,95.95,94.06,84.97,85.83,85.96,49.17,99.47,92.79,78.33,100.63,94.78,90.87,86.91,74.11,78.0,79.61,81.82,83.76,85.59,90.01,92.11,115.17,101.62,97.76,108.26,64.27,95.34,115.9,92.81,88.06,100.57,45.25,68.81
m1G,777833.01,859707.78,809548.49,1017434.68,812761.2,1003046.65,730996.67,900706.47,765154.75,818510.06,815145.6,909492.96,755919.61,881247.66,757757.97,928948.58,826772.05,906483.19,603249.76,863597.33,799237.13,786245.65,636956.56,634468.33,856898.91,795126.2,768758.82,813927.97,779899.71,834240.6,703600.91,615454.81,705093.84,733965.37,764668.72,678942.32,667763.63,842619.95,887309.32,842867.0,716615.7,773007.88,479655.09,679706.22,742629.22,682285.09,754464.85,614025.18,724158.63,826706.67,748711.42,976897.61,638596.64,706016.52,691678.57,734776.72,792041.4,694172.17,754572.68,755583.52,768022.98,720166.12,687231.2,841815.49,799366.43,729865.94,727715.16,738951.59,452379.12,761503.08,808325.44,679698.01,811523.03,808579.53,788780.34,765474.22,636912.83,663875.06,658701.71,704918.31,721198.36,714690.86,776481.66,730602.76,933312.72,883756.42,832403.84,979181.02,543036.11,808613.19,929510.59,804622.09,769864.12,869419.96,407413.45,593755.89
m2G,11609.94,13103.04,9679.33,11526.4,12017.96,13179.99,9597.59,9923.5,11893.64,11274.75,13087.77,9186.07,12397.34,11227.65,9821.55,11919.76,10068.67,12849.35,8063.26,14421.44,10466.25,8643.58,9010.22,9935.04,9644.99,11291.64,10733.28,11366.44,0,11412.57,8127.97,7547.98,9822.51,9418.94,11409.32,7508.26,10970.49,8463.12,11815.81,9850.88,8449.83,10700.89,7192.66,9658.11,11005.79,10032.55,10299.96,9657.15,11132.78,9881.55,12200.53,0,9951.87,9444.9,8547.23,9788.75,10914.78,7960.99,10172.52,8879.25,11672.67,8872.16,9518.84,11581.48,9710.05,11801.5,10433.83,10632.83,6728.01,10992.6,9480.38,10092.98,10896.37,9683.4,8690.15,8699.16,9241.13,8241.75,10107.0,10583.08,9577.62,10889.08,10795.37,9989.14,14234.09,13437.68,10906.86,11391.62,16387.72,8457.34,14021.34,11159.82,0,8716.73,9346.99,8350.86
I,94022.54,105719.52,97355.72,122048.38,97564.7,122746.57,90112.64,112217.35,93826.29,103209.99,98844.64,108657.97,88957.11,106243.35,90684.35,113806.84,100226.05,114621.74,74370.92,104073.7,102708.02,96260.71,78729.29,76071.89,102197.09,95261.58,96125.7,99258.89,97492.16,96146.25,86165.84,73223.8,84205.07,86544.79,94403.19,83043.96,80668.7,102100.22,103106.03,94716.5,84119.47,92529.27,61643.25,78782.33,87326.76,84350.05,89015.66,72836.49,87765.23,101415.31,91299.58,119227.3,79374.85,80893.6,84872.39,88151.97,96544.22,87424.86,88716.33,86556.74,88292.95,84721.48,80915.75,98857.48,94594.08,83252.79,88845.53,88461.3,53192.48,90850.19,92746.22,81570.75,99078.63,96793.07,93381.8,89219.61,76178.66,77517.57,81582.01,82656.39,85981.5,87704.44,93677.55,85923.08,189367.13,104319.51,97433.65,109323.41,66445.72,96907.56,111092.25,91780.11,85824.68,102092.66,47096.88,70041.43
ho5U,2194.43,2372.04,1721.02,2497.37,1848.35,2557.9,1769.89,2114.54,1938.07,1986.07,1908.22,2613.17,2053.44,2168.22,2054.33,2615.94,2155.06,2293.12,1603.42,1969.28,2042.8,2211.27,939.29,1999.01,2587.76,1993.93,2015.78,2289.82,1738.49,888.18,1929.84,1780.25,1533.83,2092.38,2171.91,1731.03,1540.22,2385.34,2413.54,2226.29,1388.54,1424.36,1753.8,1888.83,1808.83,1942.7,1758.93,1990.71,2012.54,2600.89,2106.56,1883.16,1849.79,529.55,2303.9,2072.63,2039.55,1786.46,2340.88,1940.22,2042.8,1191.99,2117.15,2895.43,2026.91,1438.18,2012.89,2084.94,557.95,2298.73,2440.46,2077.19,2189.32,2163.07,2153.31,1764.5,1648.88,2045.4,1824.65,2025.82,920.71,2010.25,2115.5,2045.9,2546.86,2301.22,2177.19,1046.64,1590.1,2117.29,2800.21,2356.9,2084.15,2560.32,723.36,1701.05
s2C,245329.28,271373.49,256615.73,315451.9,256815.97,312731.32,233470.86,289328.71,242575.02,262888.94,259612.84,293786.13,225009.4,277795.8,239774.94,285204.65,257295.62,293716.0,182894.09,274201.54,249227.03,246999.99,191510.93,199090.54,260685.74,249755.91,243974.26,259076.76,235137.39,256475.47,222243.06,181756.73,218142.97,223128.83,237743.54,215835.99,203616.9,262745.01,269610.76,245560.04,210383.25,237734.4,144176.48,206585.26,225686.04,205597.58,221565.78,182928.62,218038.26,262021.5,227497.04,294421.72,182468.99,193727.4,212732.23,213738.05,250479.05,208732.82,234429.11,223120.61,227081.45,205731.42,205294.61,249843.18,240037.25,213753.39,221757.05,222080.92,127692.49,232202.59,245114.68,205436.61,236278.55,237076.42,229546.05,221942.9,185131.66,192577.08,200635.9,212852.45,220069.05,224554.73,236959.62,228686.72,288646.52,263255.53,252771.6,285497.47,154315.06,255569.7,295429.55,237963.42,220111.18,270217.97,116172.52,175778.78
15N-dA,336516.02,331359.49,350514.9,339210.97,349239.67,342155.73,349139.6,336973.09,345751.96,340674.72,344073.77,323099.79,358592.77,346364.32,360290.32,354855.06,354476.14,342298.0,349252.61,336177.58,331132.31,342792.65,334799.94,341610.73,349777.88,343136.41,349653.39,342350.74,342236.23,344188.69,344588.58,337649.59,334883.43,334191.12,325372.1,324881.81,340494.93,331437.38,344473.57,341822.68,337722.81,336061.17,348416.99,334765.49,335471.8,331281.26,333301.14,333054.28,346049.76,338687.44,351958.01,336141.23,346338.53,335914.6,337402.59,333700.06,328174.04,333277.46,327376.6,325310.98,338896.55,335202.71,347464.6,334057.99,330029.83,331746.94,333508.41,330786.53,332330.18,325349.77,321038.18,322517.56,327359.07,333192.14,337558.09,339039.8,334453.44,329614.86,339680.62,334021.77,321325.97,314042.66,307137.35,314036.87,320639.18,322611.31,329900.75,321406.07,328084.03,316870.29,309031.67,321421.49,317404.6,317528.19,324925.78,316466.37
ac4C,875.15,1566.56,1413.58,1113.44,1601.83,1298.39,1326.17,971.27,729.57,914.06,880.93,807.67,999.08,1492.32,765.6,948.47,474.39,906.4,525.68,1225.26,914.93,459.45,1050.88,562.09,1325.43,1201.31,1072.42,728.84,828.37,698.9,923.22,1072.73,517.15,840.2,720.28,663.55,1288.42,1345.79,1100.86,920.84,1129.42,666.3,534.48,517.99,548.34,764.24,454.96,692.64,1144.8,860.48,869.52,803.04,921.42,972.86,588.2,585.2,718.11,627.36,911.56,676.14,1219.61,1081.05,1184.9,904.38,1050.22,834.27,975.44,726.59,1502.24,799.43,766.28,448.48,937.93,979.33,921.01,533.86,1000.56,654.39,625.45,791.22,756.12,855.92,1062.01,646.42,1101.95,1260.05,1319.66,929.55,2482.83,907.49,1710.17,732.61,972.62,937.82,1126.89,669.92
acp3U,263567.81,288862.23,251224.23,295047.04,262750.03,305115.97,236977.67,286621.96,231683.29,271703.32,251390.51,290613.96,243355.36,289341.74,253895.93,275550.92,264293.72,290539.65,206570.55,277153.3,252481.41,261716.51,187114.61,204148.65,275155.5,254875.78,242926.68,256891.02,252156.54,228058.28,221581.89,186043.85,214060.05,233150.28,242620.17,213893.21,221478.05,266441.48,271680.64,241828.88,209839.11,227173.57,160392.27,198462.12,221585.57,229035.99,224888.19,192541.02,231351.18,261289.07,236375.2,289938.0,193030.88,141972.62,223405.19,220358.98,226423.91,213595.54,221947.2,232535.72,234388.41,220614.0,214475.14,249946.65,252762.45,201559.89,220291.14,217222.63,111580.51,237167.23,232255.28,207104.18,262054.12,247205.49,242848.62,214089.81,194198.87,199199.03,204916.45,209106.18,206274.69,228305.36,220015.6,229726.07,268173.65,256729.15,250681.47,220057.45,160136.75,222541.4,290671.36,230166.6,209822.5,266609.78,68163.15,173355.71
Am,78509.08,93536.29,86873.68,102401.24,88382.73,108280.67,79441.79,96888.8,81056.13,85782.76,85805.52,92420.57,80703.42,98859.38,87535.98,101579.88,91304.2,107764.74,65689.98,99765.03,91018.41,82236.86,70522.98,64449.72,98851.56,92040.94,89555.41,84760.12,85304.15,90952.5,77618.56,66411.39,80189.18,79716.28,82913.74,66957.35,77593.33,93689.4,97846.13,95017.83,82555.66,87278.3,49463.56,74156.5,80775.21,76488.15,78995.2,63728.2,80199.0,88950.54,80965.96,115479.53,71933.49,79491.61,72936.32,75604.15,87418.49,77917.26,87201.96,81442.43,86330.3,79687.95,79122.9,87927.1,85584.68,81622.39,78507.51,82300.64,50385.34,83363.82,87414.5,71281.6,79986.26,86539.13,87409.22,82331.12,71406.08,72585.75,75671.06,78726.44,80386.29,81528.51,83376.52,78154.26,109491.18,96950.73,91829.98,109478.56,63565.12,90425.37,101590.81,86327.23,87820.0,92849.39,48744.87,62969.1
Cm,563461.91,623813.92,584750.32,713135.06,608390.03,726360.5,541735.44,667757.83,559248.0,608315.61,610139.35,692448.91,536298.94,638079.36,551341.36,675015.12,589330.23,668304.88,443097.42,637560.83,588401.41,581900.5,466133.56,475197.85,586190.33,577864.51,572081.14,583571.21,555037.43,591714.09,510647.29,429537.58,512751.4,509846.3,553901.72,480834.39,473554.47,583338.1,621473.14,566960.85,502572.69,547702.21,337757.17,470394.12,523701.78,495691.15,539692.02,440766.88,501338.47,584015.54,515676.41,675421.57,436612.49,485742.26,476278.69,489374.1,562007.68,464883.23,532415.15,525093.37,514912.14,478445.61,466477.78,556117.51,541804.99,481895.23,484762.07,496274.39,303057.94,518356.99,536109.13,457201.99,533257.55,538928.75,517981.81,0,421683.83,435780.57,442026.77,473471.37,483949.31,501467.3,508527.4,483029.85,610245.86,562249.55,0,0,345483.89,0,613496.18,0,0,548438.52,260266.12,0
cmo5U,17857.0,19820.77,10687.4,21032.75,18009.58,22623.46,17076.48,20629.75,16707.98,18300.86,18875.29,20786.6,18586.05,21453.06,18438.72,22825.22,19272.85,22193.1,15394.54,21068.24,18604.9,18247.64,8499.34,15043.25,22021.52,19703.02,18799.01,20452.43,19806.79,14432.83,17238.31,15044.89,17634.05,17507.57,18716.45,16740.92,16684.73,21114.54,22806.23,21043.56,19145.57,19390.31,12600.37,16759.75,17531.83,17880.85,17891.24,16125.25,19002.19,22124.29,20196.57,24349.08,17041.95,16864.09,18315.05,18619.45,19127.22,18802.97,19320.41,18825.08,20031.06,19381.82,19256.78,22668.78,23124.37,19399.64,18950.62,20450.17,6644.82,21343.02,20643.56,18026.26,23013.47,22751.26,21667.53,20652.46,17583.55,18188.69,18299.49,19506.94,19653.19,21030.7,21178.03,20624.96,24573.6,26074.72,24339.74,11281.42,15455.74,22815.58,25490.04,22918.93,19929.85,24534.36,11155.47,16602.19
D_115,225899.24,263313.49,227732.63,281831.42,262738.49,296632.83,242828.48,291531.64,247213.8,285891.03,261799.07,313561.79,248451.52,299974.97,254914.4,290327.69,272970.95,292725.68,232671.23,280390.4,278260.86,285219.78,212414.17,247578.23,289992.85,282545.99,261668.67,284436.79,272114.36,238542.23,258665.69,208762.34,256055.19,268131.45,282584.89,264622.9,257040.02,309753.3,292914.43,282008.75,207355.3,253152.0,203132.3,223916.39,253425.69,265940.82,265025.58,243889.06,258889.32,304333.12,273493.85,327447.05,233858.27,202789.47,266808.03,255613.02,265358.44,262210.67,274054.9,283167.84,278333.17,261993.58,251670.43,286109.27,296038.79,234530.0,269773.36,266970.84,141285.96,277827.48,283344.77,257752.35,302627.12,287000.98,287461.44,244920.88,238626.37,241559.85,250949.63,249304.36,244578.14,274527.32,270667.02,280916.4,298813.72,313729.58,293434.02,274867.35,199798.58,266960.37,343319.18,281856.87,253681.29,317380.65,126352.99,212330.54
D_97,39552.71,43832.46,39326.78,46078.6,44391.5,49363.77,40569.52,45206.49,42878.5,48991.95,42726.09,50499.99,37998.04,48138.39,43294.46,48551.75,43537.21,49411.44,37814.43,47341.43,43654.24,47250.69,35347.78,40812.43,42153.01,47019.43,44260.11,47181.75,45677.77,40428.25,42448.44,33482.39,40344.58,42344.58,44150.92,41835.96,42283.83,47555.46,48495.02,46669.39,33195.79,42516.97,32723.77,35125.61,38644.8,41596.5,45226.17,40097.9,43870.68,49500.45,45228.37,51603.55,38731.0,32900.93,41819.97,42119.54,42977.51,42413.48,44593.65,46824.14,44555.86,42441.65,42018.52,46530.5,47049.12,37482.15,44344.65,43180.36,22841.59,45840.61,45514.65,39953.21,47857.46,48615.92,48384.47,38676.58,40594.1,40076.14,41158.04,40354.06,41694.2,45326.92,43531.17,46210.69,49328.59,53034.6,47688.39,42428.12,32922.1,42578.18,54720.74,44000.02,41543.26,50898.35,20654.42,35979.64
Gm,314041.53,350312.08,311874.5,402283.6,321840.65,387864.42,290102.49,361541.78,291454.84,322891.05,330637.69,352220.36,301303.13,350988.2,299404.77,366667.68,317187.41,363934.83,238035.78,351317.56,311043.26,305901.42,241767.95,246047.72,342891.41,310748.74,303173.17,326151.27,304836.93,329848.83,278273.43,231177.3,269823.16,276430.42,300210.45,260965.5,268940.58,328777.55,350943.76,313436.87,274277.96,299200.03,200027.59,262891.6,275473.03,267773.0,278590.48,231895.4,274791.84,327957.13,281626.95,371204.7,236728.38,264838.31,262155.57,261060.94,297673.89,262331.81,288412.45,270980.97,291285.26,276973.44,262213.5,310966.92,312592.66,272138.75,269952.25,270373.13,173828.2,291135.75,301216.07,251995.7,313386.7,306411.6,292126.11,285796.74,228675.08,245488.43,252932.23,263946.19,275924.14,269336.53,288691.9,277934.56,362874.46,331709.31,315781.95,350911.82,220682.97,298913.11,348553.41,287868.67,277684.18,310926.28,161408.73,223669.18
i6A,47675.95,46244.78,44338.47,58258.45,44239.13,70366.9,37836.64,48781.88,39743.58,44047.43,39211.99,51951.95,42979.54,59523.33,43763.78,68623.18,56232.39,57901.27,33695.76,54836.55,48615.71,42677.96,34025.52,33966.18,53819.98,54082.73,48616.41,54956.2,56563.61,57730.19,38625.75,31003.94,35627.78,41117.98,39160.59,29929.81,45202.11,68198.85,64963.54,58633.99,38549.81,54522.34,69271.64,42727.93,42455.54,31963.94,50966.06,30966.46,43733.51,60111.95,48099.22,67476.77,53863.23,161888.94,32222.44,47625.89,39827.3,36572.08,42748.76,32395.7,44831.58,46889.46,37877.42,54146.92,55422.51,48044.55,52974.97,36211.31,22732.75,45605.89,43772.53,29136.57,53019.16,43977.21,39365.34,70381.91,37478.42,47582.49,44454.8,36544.54,38469.95,35324.99,42782.86,37850.69,52642.46,60235.52,63864.33,62328.19,58029.81,50244.02,46297.79,43814.54,38225.56,45991.21,18673.57,27492.53
io6A,24255.06,23746.94,20680.12,30752.67,20930.34,30633.21,19102.53,20857.65,22138.65,20879.22,21599.38,21913.22,26455.53,28526.06,21374.54,33849.99,29368.4,27188.46,19175.07,27841.67,21950.74,18520.5,12399.62,15505.52,30276.08,31869.36,24143.41,33894.66,29722.26,31602.15,21921.61,18196.55,15314.89,18783.98,19417.96,20734.16,25667.13,36829.97,31099.74,31321.46,25646.07,30596.52,25065.9,25203.91,24949.56,22059.67,23541.06,20923.55,24944.16,33284.38,26606.27,32165.23,27256.58,62711.96,21918.16,22402.61,20302.45,18552.58,22446.02,21100.3,26042.26,27878.85,22961.38,30972.75,29940.37,29448.23,28521.89,20015.9,7798.37,23208.36,26890.55,17627.79,30067.34,27180.43,21624.89,32593.91,25123.63,24776.82,27362.95,25217.01,24861.47,18608.59,24340.04,21599.75,27330.79,30596.43,33511.89,31721.54,24256.05,30222.31,22801.4,29254.66,26320.37,22798.85,15612.61,17633.67
k2C,1431.28,1213.8,1264.88,1741.66,1863.1,1820.72,2199.31,2321.83,2389.8,1767.07,1612.32,1959.64,1751.19,1972.26,1810.36,1381.12,1465.07,1989.87,1896.88,2068.19,1367.22,2055.02,1794.98,1596.94,1487.01,1225.06,1643.6,1625.86,2076.48,1624.99,2172.81,2012.37,2027.38,1895.68,2105.14,1565.03,1899.28,2016.02,2010.5,1736.12,2503.83,1536.2,1281.07,1291.78,1397.29,1679.48,1562.73,1483.93,2007.86,1545.78,2372.92,2579.16,1653.95,1006.75,1860.66,1675.02,1903.58,1832.67,2135.27,2045.87,2288.34,1662.41,2215.43,1620.17,2410.13,1639.07,1703.08,1741.35,1505.24,1871.18,1590.62,1862.65,2637.08,2580.0,2830.79,1692.69,2370.24,2013.67,1888.6,1483.79,1945.45,2246.98,2007.16,1781.79,2546.83,1822.14,2589.13,1945.99,1745.73,1903.6,3377.61,2293.59,2226.85,2716.91,1011.85,1996.16
m1A,5118.57,6922.93,5888.6,4948.21,4761.88,4846.03,4992.13,4765.26,3673.42,4007.32,3409.5,3964.93,4770.7,5467.59,4624.51,4335.39,3894.67,4890.53,3330.39,5125.39,3948.55,3239.57,3929.97,2542.66,5958.57,5021.0,4716.75,3641.24,3900.88,2782.22,3428.06,4146.03,3214.52,3625.6,3375.74,2786.99,4780.09,4607.67,4700.81,4675.93,5721.19,3520.15,2985.69,3317.01,3538.98,4123.03,3255.4,2911.96,4035.25,4022.51,3387.19,4577.14,3155.29,1674.85,3239.57,3363.29,3142.69,2958.37,3348.22,3311.05,4874.62,3522.13,3499.74,4288.4,3678.03,3177.9,3051.19,4004.99,2518.29,4082.23,3809.6,2540.03,3856.52,4059.25,4269.16,3798.22,3389.05,2867.19,3192.59,3303.14,3147.24,4559.07,3602.67,2463.11,5421.94,4337.73,4559.15,2480.41,8809.76,3400.73,5576.24,3399.77,3494.97,3654.04,2535.94,3312.15
m1Am,35.77,57.31,80.43,42.14,254.22,337.39,85.44,159.68,59.46,143.87,329.51,167.55,78.2,34.33,24.33,64.88,20.45,89.49,108.51,363.84,205.27,85.55,311.65,114.15,226.26,0,40.49,124.34,275.35,80.58,106.01,324.25,33.98,552.5,130.74,149.44,143.28,275.13,42.85,41.02,125.94,44.53,108.77,71.16,17.85,39.56,32.44,40.26,58.69,43.03,117.56,100.12,47.79,31.55,62.23,279.59,910.0,143.81,79.5,93.18,104.05,5244.71,850.62,6648.59,5644.76,66.32,240.81,69.18,55.81,75.18,0,2987.16,1820.6,458.68,9.91,49.08,53.88,66.54,104.57,2848.43,114.38,58.08,19.86,28.31,83.4,120.52,41.83,78.27,16.9,21.81,38.9,41.12,31.49,66.57,79.79,54.44
m227G,85.48,75.37,171.13,149.48,61.57,50.06,128.1,70.66,44.84,112.49,106.47,247.82,53.4,113.3,148.06,61.48,62.92,60.49,23.26,113.73,67.94,74.56,24.13,112.26,44.12,47.13,184.75,109.65,80.55,134.93,151.53,64.3,54.48,326.71,189.25,138.53,74.54,108.91,70.54,124.61,90.59,47.53,61.92,131.86,154.4,66.79,46.58,29.96,44.35,107.09,47.26,88.35,120.84,91.88,45.29,89.71,52.56,90.4,46.63,18.3,72.53,54.69,120.53,53.96,42.18,45.02,64.14,128.02,63.39,59.14,96.7,43.47,151.67,107.44,66.45,69.65,29.01,16.37,0,34.06,30.57,40.75,76.42,45.96,96.66,71.27,63.46,184.94,40.18,44.45,90.74,19.85,56.52,52.22,79.82,204.55
m22G,5114.92,7143.44,5570.86,4639.93,4757.28,5845.26,4707.35,4050.74,3775.0,4019.3,3565.69,4121.4,4860.29,5350.41,4927.08,4017.24,3380.71,4416.77,3295.82,4648.94,3952.05,3141.62,4345.11,2958.26,5200.59,4446.48,4008.84,3759.35,3463.89,3777.08,3430.66,3819.93,3835.22,2638.1,2854.35,2575.13,4711.03,4304.5,4301.09,4453.23,4245.89,4156.17,2142.36,1972.38,3649.1,3510.59,2498.32,2144.75,4148.95,3836.06,3525.73,4286.01,2860.52,2289.09,3337.52,2774.01,3076.09,3440.14,3461.36,3039.42,4875.96,3789.57,3871.97,4347.75,2713.89,3248.66,2961.42,3178.45,4076.82,3051.9,3563.17,2206.8,3537.33,4442.73,4092.2,3865.9,3253.44,3125.27,2739.05,3021.93,3412.01,3842.77,3604.44,2827.11,5750.49,4101.76,4125.02,4125.83,6449.41,3935.39,5234.9,3513.61,3912.06,3571.8,3496.38,3439.22
m28A,210.25,362.98,144.91,194.91,122.26,317.48,161.86,185.37,157.49,65.16,146.64,167.18,272.2,115.07,280.49,111.75,113.36,317.48,1080.48,121.42,34.52,0,223.58,0,155.35,71.33,76.51,304.94,72.27,104.81,151.55,31.61,151.66,28.68,61.2,116.63,143.29,118.01,99.73,59.54,170.28,123.99,165.53,67.21,299.79,0,162.98,184.94,207.37,226.82,189.4,36.41,100.03,135.27,215.85,83.76,199.47,258.42,202.65,124.57,242.27,31.37,149.84,235.05,189.05,116.32,74.0,50.18,141.53,180.62,63.79,76.25,251.68,129.49,92.51,116.26,41.88,60.73,39.18,98.34,0,13.61,159.21,68.36,64.94,95.02,118.33,96.42,50.98,0,86.84,78.32,111.8,0,24.98,0
m2A,2481129.07,2753863.47,2580437.82,3105192.44,2604263.53,3036689.37,2395771.67,2816329.45,2466981.26,2670613.82,2640564.73,2922132.52,2390595.05,2672147.66,2458940.57,2823221.59,2612337.31,2888152.65,1943300.69,2735765.98,2512798.3,2543488.9,2025323.89,2105696.54,2590277.66,2512635.32,2457667.41,2516542.46,2384234.5,2577814.3,2262500.34,1932166.56,2292320.72,2283545.19,2475274.33,2148436.89,2096508.25,2556671.65,2599869.84,2455464.88,2192889.7,2379700.71,1464743.09,2097048.6,2377079.07,2154191.25,2288013.66,1966569.55,2267969.1,2583493.4,2308381.32,2909665.79,1968055.11,1913160.57,2139551.36,2180515.66,2476125.44,2183054.84,2294344.75,2300737.19,2334419.31,2152435.68,2110382.46,2500816.19,2406791.11,2208427.22,2192603.42,2263927.54,1464432.71,2324009.37,2394050.02,2108906.06,2386510.05,2385362.28,2347105.12,2237054.79,1935254.72,2022744.44,2036483.47,2185964.81,2218868.17,2262042.52,2310151.6,2233440.52,2816666.15,2566149.18,2448424.51,2780524.89,1539226.39,2399641.4,2715661.02,2353704.99,2277111.71,2593310.81,1318321.09,1841218.65
m3C,7020.23,8534.46,8003.08,6618.67,7777.94,7582.75,5851.71,6598.06,4962.35,5664.3,4893.32,4868.95,7341.7,8700.99,7016.29,5333.7,4846.53,6680.08,5276.47,7052.56,6118.18,4864.94,5128.2,3515.22,8321.04,6819.2,6551.44,6515.55,5803.47,5537.11,4830.47,6064.48,5155.11,4456.54,4636.15,3761.54,7652.43,6736.95,7164.34,6515.84,7723.72,6016.57,4065.11,4486.37,5160.88,5393.93,3674.16,4259.93,6597.22,6376.28,5820.38,6984.92,4298.88,3329.41,5181.73,5158.0,4989.05,4493.02,5682.23,4731.9,7130.57,5297.67,6139.53,5821.85,4687.82,5577.47,4368.55,5356.92,5991.91,4795.07,6164.82,3514.32,5566.81,6201.32,6456.91,5162.8,5660.59,4385.65,5173.63,4885.35,4884.14,5604.76,4562.62,4206.67,6816.23,5572.58,6464.28,5500.54,12759.17,5447.96,7376.29,4684.3,5138.26,5840.08,2937.65,4603.41
